probeset,hgnc
A_23_P113019,HCN1
A_23_P113026,PARN
A_23_P113034,C10orf11
A_23_P11309,PLXNA3
A_23_P113111,AR
A_23_P113161,C1orf21
A_23_P113184,FTO
A_23_P113204,FGF3
A_23_P113212,TMEM45A
A_23_P113237,CRLF2
A_23_P113258,RASGRP1
A_23_P113283,ZMAT3
A_23_P11331,TCEAL8
A_23_P113311,P4HTM///WDR6
A_23_P113317,P4HTM
A_23_P113328,ZBTB41
A_23_P113351,SPARCL1
A_23_P113367,PARD3B
A_23_P113380,USP47
A_23_P113382,GRIP1
A_23_P113393,APLN
A_23_P113405,CNNM3
A_23_P11341,FAM104B
A_23_P113417,C17orf70
A_23_P113441,SHQ1
A_23_P113453,DMD
A_23_P113471,FAAH2
A_23_P113523,GTPBP6
A_23_P11353,ATP6AP2
A_23_P113553,MAGEA11
A_23_P113572,CD19
A_23_P113613,CDCP1
A_23_P11362,JADE3
A_23_P113623,MRPL45
A_23_P113634,CBFB
A_23_P113645,KCNAB1
A_23_P113656,TUBB4A
A_23_P113682,SLC34A3
A_23_P113701,PDGFA
A_23_P11372,HPRT1
A_23_P113728,MTG1
A_23_P113748,ZNF385D
A_23_P113777,ITGBL1
A_23_P113789,USP19
A_23_P113793,ZBED2
A_23_P113803,KATNA1
A_23_P113825,NACC2
A_23_P113888,DIS3L2
A_23_P11390,VCY///VCY1B
A_23_P113966,EXOC1
A_23_P11397,TTTY13
A_23_P113972,EXOC1
A_23_P113994,KIRREL
A_23_P114008,TM4SF20
A_23_P114057,SEMA4C
A_23_P114061,TRPM3
A_23_P114075,BPTF
A_23_P11408,PRYP3///PRY2///PRYP4///PRY
A_23_P114084,PHEX
A_23_P114095,MBTPS2
A_23_P114105,LDOC1
A_23_P114118,SCML2
A_23_P114134,SSX3
A_23_P114144,CCDC22
A_23_P114155,GPKOW
A_23_P114164,UBQLN2
A_23_P114172,TBC1D8B
A_23_P114185,TSPAN7
A_23_P114221,RBBP7
A_23_P114232,PRDX4
A_23_P114259,ASB11
A_23_P114275,PGRMC1
A_23_P114282,MCTS1
A_23_P114299,CXCR3
A_23_P114307,P2RY4
A_23_P114314,CDX4
A_23_P114349,XAGE3
A_23_P114353,NXF5
A_23_P114361,MECP2
A_23_P114374,OPN1LW
A_23_P114381,SRPK3
A_23_P114405,MORF4L2P1///MORF4L2
A_23_P114414,LONRF3
A_23_P114423,RGN
A_23_P114445,MAGEE1
A_23_P114466,TBL1Y
A_23_P1145,MTPAP
A_23_P114582,SSBP3
A_23_P114585,PCNXL2
A_23_P114597,SPRR2G
A_23_P11461,TMEM189-UBE2V1///UBE2V1///TMEM189
A_23_P114616,ANKRD13C
A_23_P114626,SERPINC1
A_23_P114649,MIIP
A_23_P114656,HDAC1
A_23_P114662,CRYZ
A_23_P114670,ARHGEF16
A_23_P114689,ASAP3
A_23_P114707,H6PD
A_23_P114713,CYP4B1
A_23_P114736,KCNJ10
A_23_P114740,CFH///CFHR1
A_23_P114774,PMVK
A_23_P114808,MECR
A_23_P114814,RHOU
A_23_P114826,MRPS15
A_23_P114839,FHL3
A_23_P114857,PLA2G2E
A_23_P114862,ANGPTL7
A_23_P114879,HOOK1
A_23_P114883,FMOD
A_23_P114903,HSPA6
A_23_P114929,MPC2
A_23_P114934,MAEL
A_23_P114947,RGS2
A_23_P114952,TMEM9
A_23_P114968,PTGFRN
A_23_P114983,TRIM63
A_23_P115011,ADAMTSL4
A_23_P115021,ACTN2
A_23_P115022,TMEM125
A_23_P115036,IPO13
A_23_P115046,EIF2B3
A_23_P115052,RIT1
A_23_P115064,CRABP2
A_23_P11507,ZZZ3
A_23_P115091,RAB25
A_23_P115105,SZRD1
A_23_P115118,BMP8A///BMP8B
A_23_P115124,TRIM11
A_23_P115137,LAMTOR5
A_23_P115149,WDR77
A_23_P115161,CADM3///DARC
A_23_P115167,LRRC8B
A_23_P115190,NGF
A_23_P115192,FCRL4
A_23_P115200,FCRL4
A_23_P115201,FCRL4
A_23_P115202,CRNN
A_23_P115215,VPS72
A_23_P115223,HAX1
A_23_P115246,FCN3
A_23_P115261,AGT
A_23_P115286,BCL10
A_23_P115313,TOR3A
A_23_P115316,TOR3A
A_23_P115331,AHDC1
A_23_P115346,EIF2D
A_23_P115356,AKR7A2
A_23_P115366,CMPK1
A_23_P115375,HIST2H3PS2///HIST2H3D///HIST2H3DP1
A_23_P115407,GSTM4///GSTM1
A_23_P115417,RGL1
A_23_P11543,FUCA1
A_23_P115444,TNFSF18
A_23_P115460,RPL22
A_23_P115467,S100A5
A_23_P115478,PADI1
A_23_P115482,UBE2T
A_23_P115492,VASH2
A_23_P115519,LCE3D
A_23_P115523,JMJD4
A_23_P115534,KIAA0319L
A_23_P115563,OR2C3
A_23_P115573,IPO9///SHISA4
A_23_P115597,ANKRD26
A_23_P115608,ARHGAP21
A_23_P115636,TRDMT1
A_23_P11564,EFCAB14
A_23_P115645,CELF2
A_23_P115652,SFTPA2///SFTPA1
A_23_P115683,HPS6
A_23_P115699,PSD
A_23_P115703,PCGF6
A_23_P115726,SLC16A9
A_23_P115743,FAM204A
A_23_P115762,ECD
A_23_P115780,LRIT1
A_23_P115785,FANK1
A_23_P115792,PLEKHA1
A_23_P115805,SYCE1
A_23_P115824,HNRNPH3
A_23_P115838,C10orf12
A_23_P115842,CCAR1
A_23_P115861,ZNF485
A_23_P115862,COMTD1
A_23_P115872,CEP55
A_23_P115885,MINPP1
A_23_P115919,PHYH
A_23_P115922,EIF4EBP2
A_23_P115932,KCNK18
A_23_P115955,MRPL21
A_23_P11598,ZNF684
A_23_P115998,SPI1
A_23_P116007,MAPK8IP1
A_23_P116013,SRSF8
A_23_P116016,SRSF8
A_23_P116025,MED17
A_23_P116037,TM7SF2
A_23_P116081,RNASEH2C
A_23_P116091,DPP3
A_23_P116114,PDE3B
A_23_P116123,CHEK1
A_23_P116145,DDI1
A_23_P116168,MSANTD4
A_23_P116173,COLCA2
A_23_P116187,BCO2
A_23_P116207,IFT46
A_23_P116235,MDK
A_23_P116249,GRIK4
A_23_P116259,SCN3B
A_23_P116264,NRGN
A_23_P116280,WT1
A_23_P116286,AMPD3
A_23_P11629,TMEM61
A_23_P116371,MS4A1
A_23_P116376,CPSF7
A_23_P116387,INCENP
A_23_P116414,PLA2G16
A_23_P116430,USH1C
A_23_P11644,SPRR2D
A_23_P116512,PRR5L
A_23_P11652,USP1
A_23_P116533,SWAP70
A_23_P116557,LGALS9C///LGALS9B///LGALS9
A_23_P116578,PCF11
A_23_P116587,OMP
A_23_P116602,USP35
A_23_P116614,ME3
A_23_P116624,SLC6A5
A_23_P11664,SRSF11
A_23_P116640,OR51B2
A_23_P116642,SLC26A10
A_23_P116653,BCL2L14
A_23_P116679,PA2G4P2///PA2G4
A_23_P116682,SMARCC2
A_23_P116694,RPS26P47///RPS26P13///RPS26P15///RPS26P11///RPS26///RPS26P31///RPS26P8///RPS26P3
A_23_P116712,RASSF8
A_23_P11674,PTGFR
A_23_P116741,PIWIL1
A_23_P116765,LALBA
A_23_P116797,C12orf10
A_23_P116809,COPZ1
A_23_P116829,UBE2N
A_23_P116840,C12orf44
A_23_P11685,PLA2G4A
A_23_P116850,KRT2
A_23_P116868,SLCO1C1
A_23_P116872,PRB4
A_23_P116890,PRB3
A_23_P116898,A2M
A_23_P116902,ART4
A_23_P116913,AEBP2
A_23_P116942,LAG3
A_23_P11697,HMGB4
A_23_P116999,GPN3
A_23_P1170,ZFAND4
A_23_P117037,LETMD1
A_23_P11705,BSDC1
A_23_P117059,SLC16A7
A_23_P117068,SNRPFP1///SNRPF
A_23_P117082,HEBP1
A_23_P117095,FGF23
A_23_P117104,AQP5
A_23_P117125,RARG
A_23_P11713,PTP4A2
A_23_P117146,PRDM4
A_23_P117157,SUCLA2
A_23_P117163,RCBTB1
A_23_P117175,PARP4
A_23_P117190,DNAJC15
A_23_P117198,MRP63
A_23_P117225,ERCC5
A_23_P117238,CARS2
A_23_P117242,SLC7A1
A_23_P117261,RXFP2
A_23_P117274,MIPEP
A_23_P117286,CLN5
A_23_P11729,ZBTB7B
A_23_P117298,F7
A_23_P1173,HABP2
A_23_P117346,DCAF5
A_23_P117363,SERPINA6
A_23_P117380,FAM181A
A_23_P117387,MIA2
A_23_P11739,MIXL1
A_23_P117411,FOXG1
A_23_P11742,WASH4P///WASH3P///WASH2P
A_23_P117424,DCAF11
A_23_P117437,IL25
A_23_P11744,WASH3P///WASH7P
A_23_P117447,C14orf119
A_23_P117464,TPPP2
A_23_P117480,OR4K3
A_23_P117494,MTHFD1P1///MTHFD1
A_23_P117506,DHRS7
A_23_P117515,ARID4A
A_23_P11752,OPRD1
A_23_P117527,FBXO34
A_23_P117540,STYX
A_23_P117546,SOS2
A_23_P117558,FKBP3
A_23_P117580,ENTPD5
A_23_P117582,JDP2
A_23_P117599,AHSA1
A_23_P117602,GZMB
A_23_P117623,TDP1
A_23_P117635,ATXN3
A_23_P11764,AGO1
A_23_P117654,MYO5A
A_23_P117662,HDC
A_23_P117679,SLC30A4
A_23_P117683,SERF2///HYPK
A_23_P117694,CORO2B
A_23_P117721,RPS17///RPS17L
A_23_P117727,MTFMT
A_23_P117734,LYSMD4
A_23_P11774,UTP11L
A_23_P117743,ASB7
A_23_P117759,GCOM2///GCOM1///POLR2M
A_23_P117767,COMMD4
A_23_P117778,UBL7
A_23_P117782,LARP6
A_23_P117797,CLN6
A_23_P117805,ST8SIA2
A_23_P117833,MTMR10
A_23_P117851,CPLX3
A_23_P117852,KIAA0101
A_23_P117862,NDNL2
A_23_P11787,WNT4
A_23_P117873,CHRM5
A_23_P117882,CRABP1
A_23_P117896,TGM7
A_23_P117912,RHOV
A_23_P117928,BAHD1
A_23_P117933,GCSHP5///GCSH
A_23_P117955,APRT
A_23_P117980,KATNB1
A_23_P117992,ATP2C2
A_23_P118,EXTL2
A_23_P11800,CAMK2N1
A_23_P118002,UQCRC2
A_23_P118018,C16orf54
A_23_P118025,DPEP2
A_23_P118038,NUTF2
A_23_P118042,LRRC36
A_23_P11806,COL11A1
A_23_P118061,CKLF
A_23_P118065,HSD17B2
A_23_P118086,SPATA2L
A_23_P118095,RPL3L
A_23_P118105,NDUFB10
A_23_P118113,CAPN15
A_23_P118122,RGS11
A_23_P118150,ARL6IP1
A_23_P118158,HS3ST2
A_23_P118174,PLK1
A_23_P118185,LONP2
A_23_P118203,ZG16B
A_23_P118234,CES5A
A_23_P118246,GINS2
A_23_P118254,FOXF1
A_23_P118266,ZFHX3
A_23_P118289,BCL7C
A_23_P118300,FAHD1
A_23_P118306,DNAJA3
A_23_P118313,GABARAPL2
A_23_P118327,THUMPD1
A_23_P118334,PAPD5
A_23_P118353,SRP68
A_23_P118392,RASD1
A_23_P118406,C17orf62
A_23_P11841,ATP2B4
A_23_P118412,HID1
A_23_P118427,MAP2K3
A_23_P11843,LRRN2
A_23_P118435,SUMO2///SUMO2P1///SUMO2P6///HN1///SUMO2P3///SUMO2P17
A_23_P118451,STARD3
A_23_P118462,DPH1///OVCA2
A_23_P118493,TOM1L1
A_23_P118516,TVP23CP2///TVP23B///TVP23C
A_23_P118536,SLFN12
A_23_P118544,CLTC
A_23_P118552,HEXIM1
A_23_P118571,SOST
A_23_P118581,ASB16
A_23_P11859,HSD17B7P2///HSD17B7
A_23_P1186,C1QL3
A_23_P118607,PTGES3L-AARSD1///AARSD1
A_23_P118615,ABCA8
A_23_P11862,C1orf112
A_23_P118633,SPATA20
A_23_P118643,EIF4E
A_23_P118649,EIF4E
A_23_P118660,DDX52
A_23_P118675,HOXB1
A_23_P118690,ZNF207
A_23_P118693,FOXN1
A_23_P118705,SDF2
A_23_P118712,SSH2
A_23_P118722,ASGR1
A_23_P11874,MPZL1
A_23_P118741,SLC16A13
A_23_P118749,DERL2
A_23_P118774,KPNB1
A_23_P118791,TMEM107///SNORD118
A_23_P118815,BIRC5
A_23_P118834,TOP2A
A_23_P118842,KRTAP1-5
A_23_P118888,PAFAH1B1
A_23_P118894,PRR15L
A_23_P118909,PSMG2
A_23_P118946,B4GALT6
A_23_P118967,LAMA1
A_23_P119015,SERPINB13
A_23_P119023,RAB12
A_23_P119040,GREB1L
A_23_P119042,NKG7
A_23_P119084,ZNF551
A_23_P119095,PPP1R13L
A_23_P119102,VASP
A_23_P119130,RPS19
A_23_P119141,KEAP1
A_23_P119143,ICAM5
A_23_P11915,GDAP2
A_23_P119152,OR7E18P
A_23_P119196,KLF2
A_23_P119202,CD70
A_23_P119214,TIMM44
A_23_P119222,RETN
A_23_P119254,ASF1B
A_23_P119266,DNASE2
A_23_P119295,ECSIT
A_23_P119311,KLK9
A_23_P119322,SIGLEC11
A_23_P119337,MIR4751///ATF5
A_23_P119344,TEAD2
A_23_P119353,RASIP1
A_23_P11936,UBXN11
A_23_P119362,EMP3
A_23_P119377,CYTH2
A_23_P119390,EHD2
A_23_P119395,GIPR
A_23_P119418,URI1
A_23_P119448,PPP6R1
A_23_P119458,DPF1
A_23_P119464,RHPN2
A_23_P119478,EBI3
A_23_P119500,TNFAIP8L1
A_23_P119502,S1PR4
A_23_P119526,AP3D1
A_23_P119535,EFNA2
A_23_P119543,HMG20B
A_23_P119562,CFD
A_23_P119573,KCNN1
A_23_P119583,PDE4C
A_23_P119593,EPHX3
A_23_P119611,FXYD7
A_23_P119617,SUGP1
A_23_P119627,NDUFA13///YJEFN3
A_23_P119634,UPK1A
A_23_P119677,HNRNPL
A_23_P11968,GUCA2A
A_23_P119683,MIER2
A_23_P119698,CD320
A_23_P119714,BABAM1
A_23_P119732,ZFP30
A_23_P119735,ZFP30
A_23_P119753,EHBP1
A_23_P119763,ABCG5
A_23_P119778,SLC39A10
A_23_P119789,TMEM185B
A_23_P119794,AGAP1
A_23_P11980,WDR65
A_23_P119812,GPD2
A_23_P119835,NLRC4
A_23_P11984,SLC6A9
A_23_P119857,TTC32
A_23_P119886,GCKR
A_23_P119899,EPHA4
A_23_P1199,NUDT5
A_23_P119907,ANKZF1
A_23_P119916,WNT6
A_23_P119923,CNNM4
A_23_P119936,REG3A
A_23_P119943,IGFBP2
A_23_P11995,PRDX1
A_23_P119964,CEBPZ
A_23_P119992,VRK2
A_23_P120002,SP110
A_23_P120048,BAZ2B
A_23_P120056,RTKN
A_23_P120062,GCFC2
A_23_P12010,RRNAD1
A_23_P120103,KCNS3
A_23_P120125,COLEC11
A_23_P120146,TGFBRAP1
A_23_P120153,RNF149
A_23_P120170,TIGD1
A_23_P12018,SYT11
A_23_P120182,NDUFA10
A_23_P120194,ORMDL1
A_23_P120227,LBH
A_23_P120237,STARD7
A_23_P120243,HOXD1
A_23_P120254,DUSP22
A_23_P120270,MCFD2
A_23_P120281,EDAR
A_23_P120316,MTHFD2
A_23_P120325,KIF3C
A_23_P120335,MTX2
A_23_P120345,PELI1
A_23_P120354,SOWAHC
A_23_P120364,PPDPF
A_23_P120414,YWHAB
A_23_P120428,TP53TG5
A_23_P120435,WFDC3
A_23_P12044,TMEM51
A_23_P120442,NCOA3
A_23_P120458,RNF114
A_23_P120467,ZFP64
A_23_P120472,TFAP2C
A_23_P120488,STX16-NPEPL1///NPEPL1
A_23_P120504,TMEM74B
A_23_P120513,C20orf141
A_23_P12053,SPEN
A_23_P120557,TASP1
A_23_P120572,RIN2
A_23_P120588,CST11
A_23_P120594,ACSS1
A_23_P1206,RPS24///RPS24P8
A_23_P12062,TRIT1
A_23_P120629,ASIP
A_23_P120644,HIGD1AP16
A_23_P120660,RPS21
A_23_P120667,JAM2
A_23_P120694,KCNE2
A_23_P120710,TTC3
A_23_P120744,MCM3AP
A_23_P120784,TRMT2A
A_23_P12079,KCNC4
A_23_P120794,SLC7A4
A_23_P120809,GGT3P///GGT1///GGTLC3///GGT2///GGTLC2///GGTLC1
A_23_P120812,IGLL1
A_23_P12082,CHI3L2
A_23_P120822,UPB1
A_23_P120839,TFIP11
A_23_P120845,XBP1
A_23_P120860,THOC5///NIPSNAP1
A_23_P120863,GAL3ST1
A_23_P120883,HMOX1
A_23_P120899,CSF2RB
A_23_P120902,LGALS2
A_23_P120915,ANKRD54
A_23_P120921,ANKRD54
A_23_P120931,APOBEC3C
A_23_P120933,ATF4
A_23_P120941,MIEF1///ATF4
A_23_P120942,XRCC6P2///XRCC6P1///XRCC6
A_23_P120947,XRCC6
A_23_P120953,SERHL2
A_23_P120970,TTLL1
A_23_P120973,FAM118A
A_23_P120982,PKDREJ
A_23_P121,C1orf86
A_23_P121011,CSRNP1
A_23_P121013,FBXO40
A_23_P121030,CPN2
A_23_P121037,PODXL2
A_23_P121051,PCCB
A_23_P121061,STAC
A_23_P121064,PTX3
A_23_P121082,GBE1
A_23_P121095,TOP2B
A_23_P121102,HESX1
A_23_P121106,HESX1
A_23_P121120,GPR87
A_23_P121122,NAA50
A_23_P12113,FLVCR1
A_23_P121141,ASTE1
A_23_P121144,LYZL4
A_23_P121182,HACL1
A_23_P121196,TMEM43
A_23_P121215,CAMK1
A_23_P121222,RAD18
A_23_P121250,EIF4A2P4///EIF4A2
A_23_P121253,TNFSF10
A_23_P121265,TLR9///TWF2
A_23_P121276,NEK4
A_23_P12128,TSHB
A_23_P121282,TMEM89
A_23_P121326,CYB561D2
A_23_P121340,XYLB
A_23_P121345,CRYGS///TBCCD1
A_23_P121356,BBX
A_23_P121374,SEMA5B
A_23_P121386,IFT57
A_23_P121396,DNAJC19
A_23_P12140,RPL5
A_23_P121405,RBM15B
A_23_P121413,DNAJB8
A_23_P121423,CDC25A
A_23_P121441,NLGN4Y
A_23_P121447,ACTRT3
A_23_P121459,THPO
A_23_P12147,C1orf74
A_23_P121480,CD200
A_23_P121489,TBC1D23
A_23_P121499,WFS1
A_23_P121506,FAM193A
A_23_P121527,KLHL5
A_23_P121533,SPON2
A_23_P121545,GPM6A
A_23_P12155,CRCT1
A_23_P121564,GUCY1B3
A_23_P121586,HERC3
A_23_P121596,PPBP
A_23_P121602,SAP30
A_23_P121614,MUC7
A_23_P121637,PRSS12
A_23_P121646,SLC34A2
A_23_P121657,HS3ST1
A_23_P121665,SORCS2
A_23_P121676,CXXC4
A_23_P12168,PIPSL///PSMD4
A_23_P121686,AIMP1
A_23_P121695,CXCL13
A_23_P121702,OCIAD2
A_23_P121716,ANXA3
A_23_P121722,TENM3
A_23_P12173,CRTC2
A_23_P121773,FRG1
A_23_P12178,CRTC2
A_23_P121783,SRD5A3
A_23_P121795,SORBS2
A_23_P121806,ENOPH1
A_23_P121813,ENPP6
A_23_P121825,TRAPPC13
A_23_P121851,PCDHB15
A_23_P121869,GUSBP3
A_23_P121875,C5orf28
A_23_P121885,ROPN1L
A_23_P12189,DFFA
A_23_P121898,PARP8
A_23_P121914,CYP2B7P
A_23_P121939,PTCD2
A_23_P121945,SNCB
A_23_P121956,THG1L
A_23_P121976,POU4F3
A_23_P121987,TSLP
A_23_P12199,FAM46B
A_23_P122001,MSH3
A_23_P122007,C5orf30
A_23_P122027,KIF3A
A_23_P122041,PPP2CA
A_23_P122052,GPX8
A_23_P122067,C1QTNF3
A_23_P122068,C1QTNF3
A_23_P122077,GCNT4
A_23_P122104,SH3PXD2B
A_23_P122116,DDX41
A_23_P122127,FYB
A_23_P122134,NMUR2
A_23_P122152,PKD2L2
A_23_P122174,XRCC4
A_23_P122197,CCNB1
A_23_P122216,LOX
A_23_P122228,NDUFS6
A_23_P122233,MRPL22
A_23_P122254,NUP153
A_23_P122304,HDAC2
A_23_P12231,ACAP3
A_23_P122375,ZFAND3
A_23_P122387,MRPS18A
A_23_P122393,DLK2
A_23_P12241,MCOLN3
A_23_P122414,GUCA1A
A_23_P122439,BTN2A2
A_23_P122443,HIST1H1C
A_23_P122464,ZSCAN9
A_23_P122481,OR2B8P
A_23_P122485,OR2H2
A_23_P122493,TRIM31
A_23_P122508,DPCR1
A_23_P122531,C6orf48
A_23_P122532,C6orf47
A_23_P122545,NELFE
A_23_P122563,PFDN6
A_23_P122579,DAXX
A_23_P122582,C6orf106
A_23_P122600,CLPSL2
A_23_P122615,PNISR
A_23_P122624,LTV1
A_23_P122650,KRT18P64
A_23_P122662,GFOD1
A_23_P122674,PAK1IP1
A_23_P12272,PPP1R8
A_23_P122724,VNN2
A_23_P122775,RTN4IP1
A_23_P122782,TCP1
A_23_P122796,HDDC2
A_23_P122805,TMEM209
A_23_P122815,CALU
A_23_P12282,DYRK3
A_23_P122852,SMARCD3
A_23_P122876,TAF6
A_23_P122896,TFR2
A_23_P122906,AUTS2
A_23_P122915,BRI3
A_23_P12292,C1orf116
A_23_P122924,INHBA
A_23_P122937,ELMO1
A_23_P122947,AVL9
A_23_P122959,TRIL
A_23_P122976,GNAI1
A_23_P123010,BCL7B
A_23_P123022,YWHAG
A_23_P12303,AGBL4
A_23_P123039,NUPL2
A_23_P123060,ITGB8
A_23_P123071,CAV2
A_23_P123086,PSMG3-AS1
A_23_P123096,GNGT1
A_23_P123108,AKAP9
A_23_P123112,ABCB4
A_23_P123125,CCM2
A_23_P123133,OGDH
A_23_P123164,OR6W1P
A_23_P123172,OR2A20P///OR2A1-AS1///OR2A9P
A_23_P123193,ACTR3B
A_23_P123228,SLC26A3
A_23_P123242,RBAK
A_23_P123256,HSPB8///PDAP1
A_23_P123265,SUMF2
A_23_P123276,FZD6
A_23_P12329,APH1A
A_23_P123308,TEX15
A_23_P123330,RPL30
A_23_P123336,PDP1
A_23_P123343,NUDCD1
A_23_P12336,PRMT6
A_23_P123362,C8orf17
A_23_P123393,KCNQ3
A_23_P123402,TRIM55
A_23_P123413,TOX
A_23_P123424,CHRNB3
A_23_P12343,GSTM3
A_23_P123440,ERLIN2
A_23_P123448,MMP16
A_23_P123454,NUDT18
A_23_P123466,ERI1
A_23_P123478,PDE7A
A_23_P123488,PRDM14
A_23_P123522,FAM86C1
A_23_P123539,PPP2R2A
A_23_P123544,CHRAC1
A_23_P123555,CYHR1
A_23_P123563,RPS6
A_23_P12357,CRB1
A_23_P123578,PRRC2B
A_23_P123582,IPPK
A_23_P123596,GLDC
A_23_P123608,JAK2
A_23_P123622,NPR2
A_23_P12363,ROR1
A_23_P123645,UGCG
A_23_P123666,TBC1D2
A_23_P123672,TDRD7
A_23_P123692,CACFD1
A_23_P123704,LINC00474
A_23_P123714,LCN1P1///LCN1
A_23_P123727,ZCCHC6
A_23_P12373,OR2T5///OR2T29
A_23_P123732,IDNK
A_23_P123763,CAAP1
A_23_P123794,CEL
A_23_P123838,OR1H1P
A_23_P123848,DAB2IP
A_23_P123853,CCL19
A_23_P123866,UBAP1
A_23_P123874,SMU1
A_23_P123905,EXOSC3
A_23_P123916,LRSAM1
A_23_P12392,PTPRC
A_23_P123943,TGFBR1
A_23_P123974,DTYMK
A_23_P123987,DNAJC18
A_23_P124003,P2RX2
A_23_P124022,MED10
A_23_P124024,MED10
A_23_P124035,MRPL14
A_23_P124044,DEAF1
A_23_P12405,ESPN
A_23_P124084,LOXL1
A_23_P124095,CALML5
A_23_P124108,ITGAM
A_23_P124132,OGFOD3
A_23_P124164,ISY1-RAB43///ISY1
A_23_P124190,TRIM6-TRIM34///TRIM34
A_23_P124224,DHX8
A_23_P12423,ATP13A2
A_23_P124232,DACH2
A_23_P124252,CAMK1D
A_23_P124300,BCMO1
A_23_P124313,RSRC1
A_23_P124327,NSD1
A_23_P124335,C1orf186
A_23_P12435,PPP1R12B
A_23_P124377,IQCG
A_23_P124384,SHOX2
A_23_P124417,BUB1
A_23_P124427,NEK1
A_23_P124438,ZNF718
A_23_P124456,PDE4D
A_23_P124476,CLCN3
A_23_P124486,PTPN9
A_23_P124514,DLG2
A_23_P124522,DCAKD
A_23_P124534,RXFP1
A_23_P124559,MXD3
A_23_P124570,FER
A_23_P124585,ZNF93
A_23_P124619,S100A14
A_23_P12463,QSOX1
A_23_P124642,RASGRP1
A_23_P124661,ATXN2L
A_23_P124733,COQ2
A_23_P124742,CHKA
A_23_P124760,MED24
A_23_P12477,SCMH1
A_23_P1248,WBP1L
A_23_P124805,VPS13C
A_23_P124823,SEC11A
A_23_P124837,LRP1
A_23_P124855,ZCCHC7
A_23_P124892,KISS1
A_23_P124905,NPTX1
A_23_P124912,NPEPPS
A_23_P124927,RGS14
A_23_P124934,IKZF1
A_23_P124946,CMYA5
A_23_P124962,SSSCA1///FAM89B
A_23_P124988,KCNH4
A_23_P125001,RAC3
A_23_P12503,NUP133
A_23_P125033,KCNAB3
A_23_P125056,BAI1
A_23_P125067,GABRA1
A_23_P125078,SLC26A11
A_23_P125107,HLA-B
A_23_P125117,KLHDC8B
A_23_P12514,RHOC
A_23_P125147,RAB28
A_23_P125157,NFATC2IP
A_23_P125164,FHIT
A_23_P125171,FHIT
A_23_P125204,OR10G8
A_23_P125233,CNN1
A_23_P12526,TP53BP2
A_23_P125265,KPNA2
A_23_P125278,CXCL11
A_23_P125286,OR52A1
A_23_P125303,IGSF1
A_23_P12533,ANKRD30A
A_23_P125348,TRAPPC1
A_23_P125383,TMEFF2
A_23_P1254,GSTO1
A_23_P125408,DOHH
A_23_P125420,ATP5I
A_23_P125423,C1R
A_23_P125435,GABRB1
A_23_P125451,PTPRC
A_23_P125475,GABRQ
A_23_P12549,APBB1IP
A_23_P125495,CDR1
A_23_P125505,PPEF1
A_23_P125519,RPS4X///RPS4XP11///RPS4XP6
A_23_P125533,PPP1R3F
A_23_P12554,PKD2L1
A_23_P125541,PPP1R3F
A_23_P125553,SPIN2B///SPIN2A
A_23_P125579,MID1IP1
A_23_P125588,TNMD
A_23_P125596,RPS6KA6
A_23_P125618,GABRA3
A_23_P125624,ACOT9
A_23_P125639,ZFX
A_23_P125643,ASB9
A_23_P125656,DDX3X
A_23_P125668,SLC25A43
A_23_P125680,TMEM255A
A_23_P125686,INGX
A_23_P125705,NAP1L2
A_23_P125717,NAP1L3
A_23_P12572,CASP7
A_23_P125726,TMEM164
A_23_P125748,ZMAT1
A_23_P125771,HCFC1
A_23_P125772,SRPK3
A_23_P125788,TCEAL7
A_23_P125809,ZCCHC12
A_23_P125815,RBM10
A_23_P125829,PGK1
A_23_P125837,PBDC1
A_23_P125972,PRDM16
A_23_P125977,C1QC
A_23_P125990,E2F2
A_23_P126008,MAST2
A_23_P12601,DHTKD1
A_23_P12603,MARCH5
A_23_P126031,OR10J5
A_23_P126037,RLF
A_23_P126057,SCP2
A_23_P126075,KCNK1
A_23_P126089,SPRR2C
A_23_P126100,INADL
A_23_P126103,CTH
A_23_P126120,CENPL
A_23_P126129,TRMT1L
A_23_P126135,MFN2
A_23_P126159,HPCA
A_23_P126167,KCNN3
A_23_P126186,DEGS1
A_23_P126197,SRSF4
A_23_P12620,TNKS2
A_23_P126212,CLSPN
A_23_P126218,CSF3R
A_23_P126225,PAX7
A_23_P126241,EIF4G3
A_23_P126248,RNF186
A_23_P126266,HLX
A_23_P126278,CHIT1
A_23_P126291,SNRPE///SNRPEP5///SNRPEP4///SNRPEP2
A_23_P126298,FCGR3A///FCGR3B
A_23_P126313,ADCY10
A_23_P126349,BARHL2
A_23_P12635,FBXL15
A_23_P126363,ADAM30
A_23_P126388,SH3BGRL3
A_23_P126393,SETDB1
A_23_P126398,SETDB1
A_23_P126416,TIE1
A_23_P126426,DPH2
A_23_P12643,C10orf32-ASMT///AS3MT
A_23_P126448,APOA1BP
A_23_P126457,ISG20L2
A_23_P126474,SSR2
A_23_P126486,CROCCP2
A_23_P126499,RSG1
A_23_P126528,KCNA10
A_23_P126540,ADORA3
A_23_P126582,CASQ2
A_23_P126584,CD5L
A_23_P126593,S100A11
A_23_P126605,TMOD4///VPS72
A_23_P126613,AQP10
A_23_P126623,PGD
A_23_P126649,PGBD5
A_23_P126658,PRAMEF7///PRAMEF8
A_23_P126677,DNASE2B
A_23_P126689,USP21
A_23_P126706,ANGPTL1
